id,timestamp,symbol,price,volume,volatility,rsi,macd,bollinger_position,market_cap,pe_ratio,volume_profile,price_momentum,liquidity_ratio,order_book_imbalance,cross_correlation,sector_beta,vwap_deviation,time_of_day_factor,is_anomaly,anomaly_type,anomaly_reason_1,anomaly_reason_2,anomaly_reason_3
trade_000031,2025-06-07 14:43:07,PG,117.45,45937,0.1143,67.2,-1.5931,0.4108,849085909305,17.15,0.9567,0.0248,0.5719,-0.0869,0.3762,0.8799,-0.0184,1.0992,0,,,,
trade_000032,2025-06-07 05:06:37,BAC,250.63,85021,0.6126,44.71,-0.2614,0.4444,824591258557,17.21,1.1974,-0.0002,0.5299,0.0316,0.331,0.8132,0.0166,0.7495,1,price_spike,Extreme price spike: 213.9% increase,"Volume surge accompanying price movement: 85,021 shares",Volatility spike detected
trade_000033,2025-06-01 16:03:03,TSLA,61.53,15733,0.138,36.91,1.036,0.6227,353070303014,27.86,0.8352,0.0075,0.5147,-0.0439,0.3502,1.1536,-0.0007,0.8341,0,,,,
trade_000034,2025-05-24 15:06:18,AAPL,360.38,254996,0.4818,53.23,0.9777,0.6046,280491345506,14.74,1.0272,0.0108,0.28623,0.0628,0.5118,1.1964,-0.0062,0.8349,1,volume_surge,Massive volume surge: 18.9x normal volume,"Total volume: 254,996 shares",Liquidity strain detected
trade_000035,2025-06-20 22:37:17,JPM,216.89,9567,0.3465,51.01,-1.0562,0.5231,813233684456,35.31,0.9992,-0.0384,0.8742,0.0383,0.3851,1.1961,0.0119,1.2937,0,,,,
trade_000036,2025-06-12 18:47:26,BAC,357.44,22440,0.2933,39.04,-1.1671,0.7173,762810445288,19.97,0.8058,-0.0279,0.9285,-0.0863,0.6786,1.184,-0.0103,0.8799,0,,,,
trade_000037,2025-06-03 05:21:11,XOM,282.51,29202,0.1787,54.98,-0.4103,0.5962,424835804823,24.69,1.1072,-0.032,0.8797,-0.0057,0.5153,1.0102,0.0183,1.1275,0,,,,
trade_000038,2025-06-11 03:05:50,JPM,97.64,47854,0.2799,41.88,-1.7578,0.2159,890881150335,28.44,0.849,0.0322,0.7056,-0.065,0.4074,1.0018,0.0128,0.7413,0,,,,
trade_000039,2025-06-04 07:03:52,AMZN,209.78,25791,0.3935,33.14,-1.5299,0.2686,576463114870,35.29,1.1233,-0.0282,0.9987,0.0068,0.541,1.2776,0.0158,1.0919,0,,,,
trade_000040,2025-06-08 13:58:16,META,192.27,37538,0.1628,39.82,0.8293,0.7821,392535848167,10.61,1.1202,0.0314,0.9756,-0.0407,0.3173,1.0469,-0.0136,1.1854,0,,,,
trade_000041,2025-06-05 13:19:09,GOOGL,277.72,14613,0.3263,45.83,-0.2144,0.7272,785375554587,30.89,1.0647,0.0155,0.5901,-0.0504,0.4312,1.0706,-0.0085,1.2298,0,,,,
trade_000042,2025-05-24 12:04:11,KO,272.74,23436,0.2709,65.23,0.8934,0.7388,233978842583,13.41,0.8467,0.0266,0.8432,-0.0012,0.3985,1.1837,0.0054,0.8184,0,,,,
trade_000043,2025-06-06 11:57:59,PFE,99.11,48894,0.2745,52.56,-0.6588,0.3226,20266463720,24.47,0.8655,-0.0014,0.8006,-0.0379,0.359,1.311,-0.0116,1.0274,0,,,,
trade_000044,2025-06-22 15:39:06,WMT,118.5,37202,0.1355,47.51,1.8754,0.5108,953905813167,10.21,0.8975,0.0324,0.7445,-0.0209,0.4846,0.9519,-0.0142,1.1493,0,,,,
trade_000045,2025-05-26 00:43:36,META,343.62,45224,0.3124,35.87,1.5485,0.3797,200201480400,28.34,1.1612,0.0479,0.8428,-0.0968,0.3374,0.8669,-0.0025,1.1503,0,,,,
trade_000046,2025-05-24 12:27:09,KO,403.47,7067,0.2059,44.55,1.7039,0.6011,308615908950,21.21,0.9129,0.0454,0.8248,-0.0976,0.4593,0.8791,0.0079,0.986,0,,,,
trade_000047,2025-05-30 13:58:37,AAPL,298.56,33520,0.3282,46.65,-0.7403,0.4563,964347608324,24.67,0.8799,-0.0035,0.7319,0.0172,0.445,1.2941,-0.0024,1.0562,0,,,,
trade_000048,2025-05-26 11:32:25,META,344.06,43644,0.3767,69.95,0.2779,0.5571,181483888325,19.34,1.1791,0.0395,0.8837,-0.0028,0.6943,1.3669,-0.0079,0.9597,0,,,,
trade_000049,2025-05-25 08:44:01,AMZN,367.58,41430,0.128,54.27,-1.7103,0.6604,598983374689,12.01,1.099,-0.0401,0.815,0.0636,0.5634,1.0045,0.0134,0.9154,0,,,,
trade_000050,2025-05-27 21:16:16,GOOGL,275.79,18471,0.263,59.37,0.0064,0.3346,671947281490,22.22,0.8299,0.0452,0.9505,0.0025,0.4181,1.167,0.0099,1.2716,0,,,,
trade_000051,2025-06-10 02:07:11,JNJ,447.49,47906,0.2043,38.1,1.8127,0.7492,660585514842,32.79,1.0013,-0.0163,0.9775,-0.0786,0.6734,1.1636,-0.002,1.0417,0,,,,
trade_000052,2025-05-28 11:03:11,AMZN,128.58,26659,0.1269,69.24,0.132,0.7618,91375334104,26.19,0.8645,-0.033,0.6502,0.0773,0.4616,0.8812,-0.0112,1.0453,0,,,,
trade_000053,2025-06-09 20:49:13,NFLX,311.86,13724,0.3361,69.59,1.1171,0.7569,441842544207,36.58,0.8185,-0.0337,0.5882,0.0376,0.343,0.8198,0.0049,0.8492,0,,,,
trade_000054,2025-06-01 07:12:45,META,120.2,19098,0.1721,69.95,-0.7581,0.4036,517436461259,12.73,0.827,0.0448,0.7294,-0.0665,0.576,1.3761,-0.0059,1.1791,0,,,,
trade_000055,2025-06-06 06:50:16,KO,162.65,26924,0.1923,6.336887939057366,-8,0.7774,162616446586,27.65,1.0802,-0.15,0.9154,-0.0621,0.5154,1.2054,0.0057,1.0491,1,unusual_rsi,Extreme RSI: 6.3 (Oversold condition),MACD divergence: -8.00,Strong momentum divergence
trade_000056,2025-06-15 16:40:20,PG,369.11,6791,0.1319,42.29,-0.9629,0.4421,444255661377,36.23,1.1922,-0.0444,0.5078,-0.0796,0.5264,1.3738,-0.0196,0.887,0,,,,
trade_000057,2025-06-03 05:36:32,BAC,252.66,12700,0.2952,44.53,-0.0668,0.6424,80282220448,27.46,1.1469,0.0183,0.7501,-0.052,0.3785,0.803,-0.0077,0.9703,0,,,,
trade_000058,2025-06-05 07:04:42,AMZN,331.91,39597,0.246,54.53,-1.0547,0.4982,876894387752,11.63,1.1183,0.0012,0.5914,0.0675,0.4801,1.3571,-0.0157,1.2575,0,,,,
trade_000059,2025-05-26 03:07:41,JNJ,121.84,27750,0.3598,40.38,0.0861,0.6117,834274250018,21.61,1.1513,-0.0172,0.9045,-0.098,0.3452,1.2893,-0.015,0.9484,0,,,,
trade_000060,2025-06-15 11:29:51,WMT,125.77,19089,0.3675,59.06,-0.3916,0.7589,352490324286,22.33,0.8373,-0.0136,0.7646,0.0867,0.4213,0.888,0.0074,0.9455,0,,,,
trade_000061,2025-05-30 09:27:40,PFE,284.78,16619,0.3981,69.64,-1.6862,0.2857,364072712075,16.68,1.0788,0.0149,0.5033,0.0423,0.5815,0.9325,-0.02,0.9696,0,,,,
trade_000062,2025-06-05 07:20:26,PG,445.76,34514,0.2119,46.83,0.1764,0.7142,565509254340,37.58,1.1044,-0.003,0.9628,0.0238,0.435,1.1662,0.0113,1.0563,0,,,,
trade_000063,2025-06-02 22:40:06,MSFT,299.35,42764,0.2056,42.9,-1.5305,0.2527,974895532686,21.6,1.0746,-0.0407,0.8352,-0.0157,0.5051,0.878,-0.001,1.0889,0,,,,
trade_000064,2025-06-21 15:18:37,META,224.01,38392,0.1716,47.9,-1.0866,0.5542,818799645697,28.88,1.089,0.0025,0.7113,0.0889,0.3725,1.0729,-0.0182,0.8708,0,,,,
trade_000065,2025-06-01 22:19:16,XOM,280.44,47240,0.3411,40.07,0.2464,0.3219,507645402085,28.76,1.1044,-0.0246,0.725,0.0541,0.6386,1.2287,-0.0104,0.9116,0,,,,
trade_000066,2025-06-22 01:50:51,META,179.45,46322,0.3999,56.48,-0.2873,0.3268,700806348357,11.65,0.9958,-0.0104,0.7513,-0.0905,0.4647,1.2394,0.0146,1.0794,0,,,,
trade_000067,2025-06-17 09:40:15,BAC,253.86,43609,0.2228,67.46,1.6913,0.7204,686371190355,18.21,0.9279,-0.0022,0.5933,0.0386,0.339,1.2433,-0.017,1.0453,0,,,,
trade_000068,2025-06-21 21:24:54,WMT,209.01,36328,0.1966,37.06,1.1019,0.5521,70724361405,10.2,0.9589,0.0293,0.9005,0.0506,0.3155,0.8242,0.0122,1.0449,0,,,,
trade_000069,2025-06-16 17:39:49,NVDA,412.51,19321,0.3761,34.19,1.6565,0.2316,853737797342,17.15,1.1984,0.0227,0.6492,-0.0694,0.4357,1.0593,-0.014,1.0822,0,,,,
trade_000070,2025-06-07 08:48:24,TSLA,219.21,6719,0.1153,34.37,1.2323,0.6074,438877834644,24.55,1.1124,-0.0218,0.5011,-0.0884,0.4729,1.2778,0.0158,0.8902,0,,,,
trade_000071,2025-05-29 11:21:41,NFLX,401.55,27279,0.1359,35.07,0.8766,0.5212,75168629658,16.4,0.9713,0.0479,0.7379,-0.0279,0.6494,1.0064,0.0177,0.7089,0,,,,
trade_000072,2025-06-11 23:23:37,AMZN,304.05,24117,0.2784,35.96,0.8481,0.5173,947933253040,22.29,0.8781,0.0131,0.6403,0.0847,0.4282,0.9662,-0.0033,0.9337,0,,,,
trade_000073,2025-05-25 21:47:19,TSLA,56.78,25397,0.1473,60.71,1.4596,0.6792,602486521635,15.06,0.9554,0.0082,0.6812,0.0859,0.3982,0.9595,0.0173,1.0595,0,,,,
trade_000074,2025-06-22 07:48:59,MSFT,53.33,23226,0.2926,52.48,-0.6998,0.248,370854025213,22.93,0.8734,-0.0465,0.6879,0.0581,0.6657,1.1404,0.0031,1.1379,0,,,,
trade_000075,2025-05-30 21:09:35,AAPL,166.74,41726,0.3118,50.43,1.7482,0.2673,616283164584,35.96,1.0885,-0.0367,0.9454,0.0851,0.6469,0.9473,-0.0122,0.8907,0,,,,
trade_000076,2025-06-01 17:29:43,NFLX,66.52,44472,0.1778,40.82,0.6408,0.5111,912406487492,15.69,1.0285,-0.0337,0.506,0.0563,0.3379,1.1599,0.0057,1.1773,0,,,,
trade_000077,2025-05-27 14:09:19,NFLX,407.37,22690,0.3069,61.92,0.4934,0.5622,275669904081,16.13,1.1685,0.021,0.9966,0.0487,0.6054,1.1353,0.0125,1.1184,0,,,,
trade_000078,2025-05-24 18:52:32,KO,160.53,20429,0.3133,68.37,-1.7514,0.3001,666726590469,13.24,1.0853,0.0432,0.8212,0.0709,0.6535,1.2289,0.0025,0.9141,0,,,,
trade_000079,2025-06-04 11:55:29,META,132.72,2833,0.2936,37.97,-0.9754,0.4288,736682074716,14.08,1.1175,-0.0449,0.5586,0.037,0.3955,1.32,-0.0181,0.9274,0,,,,
trade_000080,2025-06-10 18:46:26,NFLX,239.47,15194,0.2238,60.45,-1.3964,0.3999,986099021815,16.54,0.8698,-0.0134,0.6688,-0.0123,0.3369,1.2572,0.0098,1.0187,0,,,,
trade_000081,2025-06-01 10:54:38,KO,106.41,43181,0.3729,63.02,0.7578,0.3878,254313721102,31.75,0.8488,0.0365,0.6459,-0.0189,0.3459,0.9481,0.0112,1.2028,0,,,,
trade_000082,2025-06-10 05:50:10,PG,258.07,19951,0.126,34.84,-1.5833,0.2217,587434287976,27.02,1.0147,-0.015,0.5355,0.0124,0.4278,0.8843,0.0,0.904,0,,,,
trade_000083,2025-06-13 21:51:44,PG,224.64,12907,0.1755,49.49,-1.9521,0.5505,87309766284,36.02,0.8009,0.0108,0.8581,-0.0063,0.5973,1.0389,-0.0102,1.1263,0,,,,
trade_000084,2025-06-07 13:30:02,JNJ,266.79,50678,0.283,35.38,-0.8334,0.2122,528298265942,20.87,0.8196,-0.0342,0.7523,0.0522,0.3309,1.1826,0.0067,0.8746,0,,,,
trade_000085,2025-05-29 19:45:28,KO,95.73,27307,0.1597,60.97,1.2761,0.7158,739182748389,35.94,1.1241,0.0089,0.8534,0.088,0.4222,0.9091,0.014,0.7718,0,,,,
trade_000086,2025-05-26 19:04:09,PFE,292.1,23990,0.3332,35.45,-1.7656,0.3946,517450219043,13.12,0.8363,0.0079,0.7725,-0.075,0.6664,1.2445,0.0118,1.0851,0,,,,
trade_000087,2025-06-08 13:35:47,WMT,189.72,22583,0.2083,47.3,0.0126,0.5024,174183291656,34.01,0.9818,-0.0493,0.9317,-0.0728,0.6927,1.0549,-0.0034,0.8494,0,,,,
trade_000088,2025-06-12 22:54:25,PFE,777.38,186254,0.2252,44.95,-0.92,0.4527,646016307880,35.65,0.9934,0.0386,0.8235,-0.0929,0.6552,0.9454,0.018,1.0308,1,price_spike,Extreme price spike: 231.0% increase,"Volume surge accompanying price movement: 186,254 shares",Volatility spike detected
trade_000089,2025-06-20 21:51:39,XOM,447.61,1411,0.1908,68.21,1.9952,0.5795,9996225173,11.04,0.8266,-0.0143,0.5747,-0.0807,0.6829,1.1703,-0.0112,0.8584,0,,,,
trade_000090,2025-05-25 07:39:04,TSLA,413.05,6789,0.2623,67.33,-1.2561,0.5035,264163846407,24.93,0.9201,0.0049,0.8678,-0.0229,0.6097,0.8778,-0.0189,0.9495,0,,,,
trade_000091,2025-06-16 03:43:33,AAPL,99.14,47917,0.387,52.92,1.084,0.2146,218133960539,24.96,0.9844,0.013,0.8393,0.0039,0.5704,1.2795,-0.0106,1.0745,0,,,,
trade_000092,2025-06-10 14:34:14,TSLA,63.01,8841,0.2464,67.48,-1.3966,0.6386,247446510391,39.96,0.9335,-0.0379,0.5988,-0.0125,0.4585,1.1618,0.0166,0.8684,0,,,,
trade_000093,2025-06-22 04:57:15,TSLA,279.63,34458,0.3368,32.37,0.0196,0.6066,804710202635,16.7,0.9063,0.0361,0.9503,0.0126,0.6672,0.8753,0.0037,1.0285,0,,,,
trade_000094,2025-06-04 19:23:27,NFLX,452.06,4421,0.2782,54.99,-0.6518,0.42,633520704518,19.43,0.9565,0.0398,0.6925,0.0513,0.3371,1.2623,-0.0126,0.7572,0,,,,
trade_000095,2025-05-24 15:19:50,AMZN,179.43,8273,0.1461,31.69,1.9954,0.4532,450798019530,36.31,0.8471,0.0213,0.6614,0.0455,0.6562,1.1998,-0.0174,0.8183,0,,,,
trade_000096,2025-06-11 23:59:19,JPM,398.81,26349,0.1367,49.48,1.4535,0.5535,604187882821,28.31,1.1282,-0.001,0.9124,0.0337,0.3217,1.3298,-0.0021,0.8571,0,,,,
trade_000097,2025-06-20 13:29:53,BAC,125.4,8323,0.2616,52.74,1.8066,0.5257,210123353240,37.98,1.1003,-0.015,0.5627,0.0021,0.4333,1.3968,-0.0153,0.8442,0,,,,
trade_000098,2025-06-15 10:36:52,TSLA,258.02,11780,0.294,33.47,-0.6444,0.5429,493513050754,15.59,0.8478,-0.0118,0.6954,0.0383,0.5707,1.043,-0.0157,1.1825,0,,,,
trade_000099,2025-06-22 01:31:59,NFLX,346.0,30189,0.1412,56.3,-1.4059,0.2162,29170173716,18.89,0.8762,0.0464,0.5346,0.0335,0.5675,0.9561,-0.0083,0.9173,0,,,,
trade_000100,2025-05-25 00:30:35,MSFT,171.83,17873,0.2272,55.41,0.8304,0.7187,40030382601,17.35,0.8107,-0.018,0.6688,0.0244,0.3331,1.3967,-0.0007,0.7708,0,,,,
trade_000101,2025-06-06 20:21:19,JNJ,85.14,23523,0.3259,61.97,1.696,0.626,573457039374,24.55,0.8301,0.0113,0.6023,0.0511,0.3606,0.9071,-0.0164,1.1462,0,,,,
trade_000102,2025-06-14 22:09:30,MSFT,256.49,29310,0.2004,55.39,1.9562,0.7718,410034052617,23.92,1.1905,-0.0466,0.7119,0.0467,0.6246,1.3198,0.0088,1.1351,0,,,,
trade_000103,2025-06-05 03:41:21,AAPL,353.86,34090,0.2784,44.68,1.4143,0.7722,404116025456,27.45,0.9931,0.0135,0.7871,0.0865,0.5143,0.8706,-0.018,1.0719,0,,,,
trade_000104,2025-05-25 17:34:47,MSFT,441.67,5884,0.1237,61.86,0.9585,0.3247,319762573967,31.46,1.1576,0.0495,0.8548,-0.0654,0.6301,1.3363,0.0058,1.0568,0,,,,
trade_000105,2025-06-12 15:21:59,NFLX,207.76,11551,0.2521,33.14,-1.115,0.3508,968640824218,22.75,1.0894,-0.0375,0.7713,-0.0565,0.4619,1.0001,0.0123,1.0474,0,,,,
trade_000106,2025-05-26 20:11:32,GOOGL,146.59,1059,0.2435,56.5,-0.2064,0.2904,923334334477,19.5,1.0783,-0.0185,0.9539,0.0155,0.6418,1.1472,-0.0108,0.939,0,,,,
trade_000107,2025-06-20 19:53:24,META,260.63,40223,0.146,69.83,-1.6998,0.4818,915422220292,14.85,0.8957,0.0161,0.7742,0.003,0.5014,1.0352,-0.0196,1.0762,0,,,,
trade_000108,2025-05-24 23:01:50,META,117.94,25704,0.337,44.2,6.767984736120729,0.5203,463680153913,38.2,0.8031,-0.19052565361394513,0.8591,0.042,0.10410334219982706,2.9556519189259927,-0.0178,1.1956,1,momentum_anomaly,Extreme momentum: -19.1%,MACD anomaly: 6.77,Low market correlation: 0.104
trade_000109,2025-05-24 13:31:11,PFE,80.03,19917,0.3576,60.89,1.5232,0.2668,326960792057,23.11,1.149,-0.0058,0.6329,-0.0288,0.6569,1.3782,-0.0154,1.2589,0,,,,
trade_000110,2025-05-27 03:04:34,META,176.4,26976,0.1884,59.41,-1.4318,0.4704,91251963905,30.17,0.9989,0.0204,0.6196,0.0661,0.582,0.9716,-0.0176,0.8552,0,,,,
trade_000111,2025-06-01 01:20:22,NVDA,211.75,32285,0.2376,32.66,-0.2832,0.4637,111669201856,22.41,0.9036,0.044,0.7222,0.0793,0.6388,1.2118,-0.0139,1.2226,0,,,,
trade_000112,2025-05-29 05:24:31,JNJ,314.13,26458,0.3012,56.22,-0.0361,0.5661,254228177257,23.8,0.8678,-0.0128,0.5477,0.0825,0.5891,0.8437,-0.0128,0.9316,0,,,,
trade_000113,2025-05-29 03:52:18,NVDA,297.44,46005,0.2513,61.0,-1.1227,0.6202,315664085511,36.85,0.9076,0.0029,0.7027,0.0015,0.6741,1.3949,-0.0037,0.7461,0,,,,
trade_000114,2025-06-14 11:49:01,MSFT,144.17,10047,0.2025,32.91,1.6979,0.4561,559428566416,18.37,0.9728,-0.0308,0.7175,-0.0376,0.3303,1.344,0.0078,0.7499,0,,,,
trade_000115,2025-05-31 13:54:10,KO,425.26,50977,0.1641,61.64,0.8196,0.3685,610161636100,17.96,0.9333,-0.0338,0.6004,-0.017,0.3495,1.3119,-0.0115,0.712,0,,,,
trade_000116,2025-06-15 00:31:14,JNJ,57.64,23769,0.3991,42.09,-1.839,0.3765,358519121726,31.35,1.1962,-0.0344,0.9955,0.0041,0.455,1.1676,-0.0161,1.0388,0,,,,
trade_000117,2025-05-30 08:26:06,GOOGL,343.34,2545,0.2844,47.31,0.7108,0.3729,745718379871,24.2,1.0544,0.0424,0.16525626625465728,0.5726316459519015,0.3965,0.8705,0.01234163741504124,0.9401,1,liquidity_crisis,Liquidity crisis: ratio 0.165,Order book imbalance: 57.3%,"Low volume: 2,545 shares"
trade_000118,2025-06-18 23:40:31,AMZN,319.24,9243,0.2541,47.8,1.6004,0.2305,621429998448,36.23,0.8775,-0.0168,0.8328,-0.0094,0.6808,0.9983,-0.0007,1.0487,0,,,,
trade_000119,2025-05-26 01:36:49,KO,132.43,40743,0.1581,61.14,1.175,0.3435,464850766408,38.84,1.0201,0.0114,0.6373,-0.0602,0.6328,1.2501,0.0106,0.84,0,,,,
trade_000120,2025-05-28 13:01:54,NFLX,296.16,18401,0.1824,66.67,-0.0244,0.5582,243460136819,18.45,1.1391,-0.0076,0.865,0.0091,0.6361,1.0379,0.0093,1.2119,0,,,,
trade_000121,2025-06-21 13:27:44,PG,80.17,1519,0.3388,32.79,-1.4406,0.5563,647680921145,34.06,0.8555,0.0263,0.5969,0.047,0.5935,1.1541,0.014,0.8146,0,,,,
trade_000122,2025-06-07 13:23:48,NFLX,288.22,29429,0.1634,69.15,1.0128,0.2064,839241506739,22.32,0.9211,0.0422,0.6711,0.0354,0.5551,0.8976,0.0079,0.9974,0,,,,
trade_000123,2025-05-24 17:34:52,XOM,226.44,44191,0.2025,57.28,0.416,0.7737,252619120303,29.77,0.8701,0.0408,0.9555,0.0632,0.3294,0.8572,-0.0016,1.034,0,,,,
trade_000124,2025-05-24 11:51:48,KO,360.57,14284,0.1299,34.97,0.7315,0.3583,114770858374,33.12,0.9895,0.0446,0.9663,-0.0439,0.5102,1.087,0.0182,1.0801,0,,,,
trade_000125,2025-06-01 08:51:25,WMT,353.84,6588,0.3835,45.46,-0.3218,0.522,361573454086,35.63,0.8093,0.027,0.7106,-0.0681,0.6904,0.8574,0.0186,1.1513,0,,,,
